time,equity
2014-09-02 14:40:00,107803.89
2014-10-02 12:10:00,107803.89
2014-10-02 12:50:00,108232.07
2014-10-02 14:30:00,108864.45
2014-10-09 15:35:00,108864.45
2014-10-09 21:10:00,109247.43
2014-10-09 22:45:00,109245.78
2014-10-27 14:25:00,109245.78
2014-10-27 15:45:00,109972.85
2014-10-27 17:45:00,110837.6
2014-12-15 08:00:00,110837.6
2014-12-15 08:15:00,108989.18
2015-01-20 16:15:00,108989.18
2015-01-20 17:55:00,109527.35
2015-01-20 18:30:00,110449.24
2015-03-02 12:10:00,110449.24
2015-03-02 22:30:00,110918.96
2015-03-03 01:00:00,111525.96
2015-05-04 07:30:00,111525.96
2015-05-04 08:05:00,112230.16
2015-05-04 08:10:00,113200.08
2015-05-04 09:50:00,113200.08
2015-05-04 10:15:00,113800.5
2015-05-04 10:25:00,113759.8
2015-09-30 07:20:00,113759.8
2015-09-30 08:25:00,114469.34
2015-09-30 08:50:00,115419.84
2015-10-01 15:50:00,115419.84
2015-10-01 19:50:00,116187.14
2015-10-01 20:15:00,116104.85
2015-10-28 11:45:00,116104.85
2015-10-28 11:55:00,117039.47
2015-12-07 10:10:00,117039.47
2015-12-07 10:25:00,117619.88
2015-12-07 10:40:00,118583.65
2015-12-22 08:00:00,118583.65
2015-12-22 10:05:00,116641.6
2016-02-02 08:10:00,116641.6
2016-02-02 08:20:00,117420.12
2016-02-02 08:50:00,118366.96
2016-02-12 15:35:00,118366.96
2016-02-12 16:40:00,118773.8
2016-02-12 16:55:00,118764.11
2016-04-21 08:40:00,118764.11
2016-04-21 08:45:00,119339.56
2016-04-21 08:50:00,119275.94
2016-05-26 14:00:00,119275.94
2016-05-26 15:55:00,119790.07
2016-05-26 16:50:00,120489.41
2016-07-26 10:00:00,120489.41
2016-07-26 10:40:00,118586.46
2016-08-15 14:10:00,118586.46
2016-08-15 20:05:00,119227.56
2016-08-15 20:30:00,119224.13
2016-12-28 09:55:00,119224.13
2016-12-28 10:20:00,119671.59
2016-12-28 10:55:00,120381.97
2017-01-02 18:10:00,120381.97
2017-01-02 19:35:00,121072.53
2017-01-02 20:25:00,122094.4
2017-01-17 18:00:00,122094.4
2017-01-17 18:35:00,122376.52
2017-01-17 19:35:00,122976.23
2017-03-31 09:05:00,122976.23
2017-03-31 09:10:00,121002.03
2017-04-09 17:45:00,121002.03
2017-04-10 01:45:00,121518.17
2017-04-10 03:35:00,122147.89
2017-05-24 14:00:00,122147.89
2017-07-05 08:25:00,122147.89
2017-07-05 09:40:00,122925.91
2017-07-05 10:00:00,124017.91
2017-07-26 08:30:00,124017.91
2017-07-26 09:20:00,124555.67
2017-07-26 09:35:00,124300.89
2017-07-28 08:55:00,124300.89
2017-07-28 10:00:00,125093.38
2017-07-28 11:05:00,126129.05
2017-09-15 07:35:00,126129.05
2017-09-15 08:10:00,126925.6
2017-09-15 08:30:00,127976.78
2017-09-18 14:10:00,127976.78
2017-09-18 14:25:00,128817.77
2017-09-18 14:35:00,129857.2
2017-12-04 08:55:00,129857.2
2017-12-04 09:35:00,127670.42
2018-01-09 11:15:00,127670.42
2018-01-09 13:55:00,128215.33
2018-01-10 00:50:00,128139.91
2018-02-01 07:25:00,128139.91
2018-02-01 08:15:00,128965.15
2018-02-01 08:35:00,130091.76
2018-02-16 08:40:00,130091.76
2018-02-16 09:30:00,127925.37
2018-03-12 09:25:00,127925.37
2018-03-12 09:55:00,128682.56
2018-03-12 10:10:00,129752.93
2018-03-19 14:50:00,129752.93
2018-03-19 15:05:00,130866.98
2018-04-24 09:15:00,130866.98
2018-04-24 09:25:00,128738.69
2018-05-31 08:35:00,128738.69
2018-05-31 09:00:00,129266.69
2018-05-31 09:20:00,129926.81
2018-06-13 15:05:00,129926.81
2018-06-13 23:50:00,128509.26
2018-07-05 12:00:00,128509.26
2018-07-05 14:00:00,129189.42
2018-07-05 14:10:00,129174.67
2018-07-18 09:40:00,129174.67
2018-07-18 20:10:00,127043.72
2018-08-07 09:55:00,127043.72
2018-08-07 10:15:00,127878.25
2018-08-07 13:25:00,128992.9
2018-09-21 12:35:00,128992.9
2018-09-23 17:00:00,127000.2
2018-09-24 10:15:00,127000.2
2018-09-24 10:35:00,127855.58
2018-09-24 11:10:00,127711.14
2018-10-10 14:15:00,127711.14
2018-10-10 14:45:00,128536.82
2018-10-10 15:15:00,129612.61
2018-10-23 14:15:00,129612.61
2018-10-23 14:30:00,130418.71
2018-10-23 14:40:00,131485.08
2018-10-30 10:05:00,131485.08
2018-10-30 10:25:00,132238.81
2018-10-30 10:40:00,133363.46
2018-12-26 08:45:00,133363.46
2018-12-26 09:40:00,134208.86
2018-12-26 09:50:00,134155.09
2019-01-15 14:35:00,134155.09
2019-01-15 14:55:00,135012.32
2019-01-15 15:00:00,136044.73
2019-01-17 08:55:00,136044.73
2019-01-17 10:35:00,136834.83
2019-01-17 10:45:00,137910.69
2019-03-15 10:35:00,137910.69
2019-03-17 21:35:00,138811.79
2019-03-18 02:55:00,138617.86
2019-03-20 08:25:00,138617.86
2019-03-20 10:45:00,139521.17
2019-03-20 12:55:00,139443.46
2019-04-25 12:35:00,139443.46
2019-04-25 14:35:00,139947.83
2019-04-25 16:55:00,139939.01
2019-04-30 10:45:00,139939.01
2019-04-30 10:55:00,140736.72
2019-04-30 11:00:00,141953.13
2019-05-13 15:55:00,141953.13
2019-05-13 19:35:00,142832.0
2019-05-13 20:45:00,142819.53
2019-05-15 10:00:00,142819.53
2019-05-15 10:10:00,144074.66
2019-08-19 09:00:00,144074.66
2019-08-19 10:05:00,144753.9
2019-08-19 14:30:00,144601.17
2019-09-18 15:00:00,144601.17
2019-09-18 15:05:00,144457.69
2019-09-24 17:00:00,144457.69
2019-09-24 19:50:00,145293.81
2019-09-24 20:50:00,145242.51
2019-10-03 08:50:00,145242.51
2019-10-03 09:35:00,145992.51
2019-10-03 09:55:00,145867.9
2019-10-16 11:50:00,145867.9
2019-10-16 12:15:00,146792.6
2019-10-16 14:30:00,146588.36
2019-12-02 10:00:00,146588.36
2019-12-02 12:30:00,144919.6
2019-12-10 09:30:00,144919.6
2019-12-10 11:00:00,145887.79
2019-12-10 11:05:00,145829.87
2019-12-11 11:10:00,145829.87
2019-12-11 11:25:00,143580.26
2020-01-15 11:10:00,143580.26
2020-01-16 07:30:00,141307.86
2020-01-16 10:00:00,141307.86
2020-01-16 10:40:00,142124.99
2020-01-16 17:10:00,143378.82
2020-01-17 10:25:00,143378.82
2020-01-20 19:50:00,141158.09
2020-04-12 18:10:00,141158.09
2020-04-12 18:15:00,138890.29
2020-06-04 08:35:00,138890.29
2020-06-04 08:50:00,139781.68
2020-06-04 09:15:00,141016.49
2020-06-09 17:00:00,141016.49
2020-06-09 19:15:00,141283.2
2020-06-09 19:55:00,142030.4
2020-06-15 11:05:00,142030.4
2020-06-15 12:05:00,142951.3
2020-06-15 12:55:00,144124.49
2020-07-02 14:10:00,144124.49
2020-07-02 16:00:00,144939.03
2020-07-02 21:15:00,146178.27
2021-02-01 13:35:00,146178.27
2021-02-01 15:35:00,143534.99
2021-02-19 12:05:00,143534.99
2021-02-19 12:55:00,144789.97
2021-03-25 08:35:00,144789.97
2021-03-25 09:30:00,142267.08
2021-04-09 11:45:00,142267.08
2021-04-11 22:00:00,139790.05
2021-05-11 09:55:00,139790.05
2021-05-11 12:35:00,138341.28
2021-05-25 10:50:00,138341.28
2021-05-25 13:20:00,138957.68
2021-05-25 14:25:00,140141.26
2021-07-13 08:40:00,140141.26
2021-07-13 08:50:00,141055.77
2021-07-13 10:25:00,141041.22
2021-07-29 08:55:00,141041.22
2021-07-29 09:00:00,138622.59
2021-08-10 12:00:00,138622.59
2021-08-11 02:30:00,136391.59
2021-09-07 12:10:00,136391.59
2021-09-07 14:05:00,137205.55
2021-09-07 14:55:00,137139.49
2021-10-14 12:50:00,137139.49
2021-10-14 18:25:00,134639.11
2021-12-02 09:20:00,134639.11
2021-12-02 10:25:00,135529.84
2021-12-02 10:30:00,136689.79
2022-01-13 11:25:00,136689.79
2022-01-13 12:05:00,137216.2
2022-01-13 15:45:00,138021.64
2022-02-18 12:00:00,138021.64
2022-02-18 13:35:00,135635.49
2022-05-10 14:30:00,135635.49
2022-05-10 21:15:00,132936.37
2022-10-20 08:20:00,132936.37
2022-10-20 08:35:00,133486.84
2022-10-20 08:40:00,134544.56
2022-10-28 13:55:00,134544.56
2022-10-28 14:50:00,135272.23
2022-10-28 15:40:00,136392.41
2022-12-30 14:40:00,136392.41
2022-12-30 15:05:00,137159.23
2022-12-30 15:25:00,137116.4
2023-02-03 08:05:00,137116.4
2023-02-03 08:20:00,137683.55
2023-02-03 08:30:00,138477.48
2023-06-14 14:45:00,138477.48
2023-06-14 21:40:00,139387.92
2023-06-15 04:45:00,139354.4
2023-08-23 07:55:00,139354.4
2023-08-23 08:35:00,137198.62
2023-08-29 15:10:00,137198.62
2023-08-29 15:20:00,134986.4
2023-09-08 09:05:00,134986.4
2023-09-08 09:30:00,135840.69
2023-09-08 09:45:00,136961.6
2023-09-20 14:30:00,136961.6
2023-09-20 15:00:00,137859.06
2023-09-20 15:55:00,139081.85
2023-10-05 14:30:00,139081.85
2023-10-05 16:15:00,139741.99
2023-10-05 19:15:00,139689.19
2023-10-10 09:00:00,139689.19
2023-10-10 10:00:00,140563.8
2023-10-10 11:10:00,141808.43
2023-11-01 07:40:00,141808.43
2023-11-01 07:55:00,139130.32
2023-11-08 10:00:00,139130.32
2023-11-08 11:20:00,139940.93
2023-11-08 12:30:00,139885.1
2023-11-20 14:55:00,139885.1
2023-11-20 19:50:00,137590.3
2023-12-15 15:55:00,137590.3
2023-12-17 22:05:00,138514.64
2023-12-18 00:00:00,139538.56
2024-01-19 08:15:00,139538.56
2024-01-19 08:40:00,140172.96
2024-01-19 09:20:00,141392.9
2024-02-07 12:05:00,141392.9
2024-02-07 13:10:00,142067.47
2024-02-07 20:30:00,143225.39
2024-02-13 19:00:00,143225.39
2024-02-13 19:20:00,143910.97
2024-02-13 19:25:00,145085.34
2024-03-06 08:15:00,145085.34
2024-03-06 10:50:00,143362.42
2024-03-13 09:15:00,143362.42
2024-03-13 12:10:00,141857.11
2024-06-12 14:00:00,141857.11
2024-06-30 17:25:00,141857.11
2024-06-30 20:15:00,139433.97
2024-08-28 09:55:00,139433.97
2024-08-28 10:15:00,140109.25
2024-08-28 10:45:00,141220.14
2024-09-10 12:05:00,141220.14
2024-09-10 13:05:00,141785.75
2024-09-10 14:20:00,142593.51
2024-10-25 09:55:00,142593.51
2024-10-25 11:25:00,143370.84
2024-10-25 11:35:00,144602.25
2024-12-02 07:10:00,144602.25
2024-12-02 07:35:00,145237.36
2024-12-02 07:50:00,146081.44
2024-12-10 07:50:00,146081.44
2024-12-10 09:50:00,146738.8
2024-12-10 10:00:00,147549.38
2024-12-20 13:45:00,147549.38
2024-12-20 15:50:00,148309.57
2024-12-20 15:55:00,149523.93
2025-01-29 14:50:00,149523.93
2025-01-29 14:55:00,149491.88
2025-04-24 17:20:00,149491.88
2025-04-24 19:25:00,150399.61
2025-04-24 20:00:00,151721.41
2025-06-15 17:05:00,151721.41
2025-06-15 17:20:00,152678.58
2025-06-15 17:25:00,153794.44
2025-08-06 09:00:00,153794.44
2025-08-06 10:35:00,152235.65
2025-08-13 12:05:00,152235.65
2025-08-13 20:55:00,150451.71
2025-08-19 11:10:00,150451.71
2025-08-19 13:00:00,148179.21
2025-08-26 10:00:00,148179.21
2025-08-26 10:10:00,148721.95
2025-08-26 10:20:00,148601.39
2025-09-04 12:10:00,148601.39
2025-09-04 15:10:00,149407.53
2025-09-04 20:00:00,150704.42
2025-10-14 13:45:00,150704.42
2025-10-14 21:15:00,147787.68
2025-10-20 09:10:00,147787.68
2025-10-20 13:40:00,145467.74
2025-11-04 09:45:00,145467.74
2025-11-04 10:00:00,146284.78
2025-11-04 10:05:00,146198.42
2025-11-17 12:10:00,146198.42
2025-11-17 14:00:00,147180.58
2025-11-17 14:40:00,147142.74
2025-12-12 12:25:00,147142.74
2025-12-12 13:05:00,144337.5
2025-12-21 17:05:00,144337.5
2025-12-21 20:45:00,145189.58
2025-12-22 02:55:00,145083.33
2025-12-22 12:35:00,145083.33
2025-12-22 13:05:00,145867.84
2025-12-22 16:25:00,145801.49
2026-01-21 08:45:00,145801.49
2026-01-21 09:00:00,146716.94
2026-01-21 09:05:00,147999.87
2026-02-04 15:35:00,147999.87
2026-02-04 18:55:00,146469.89
2026-02-25 07:35:00,146469.89
2026-02-25 09:30:00,147292.21
2026-02-25 09:40:00,148513.97
2026-03-15 16:45:00,148513.97
2026-03-15 18:10:00,148963.28
2026-03-15 19:00:00,149776.75
